19
924 838
539 444 -532
580 764 -326
370 742 -171
74 439 292
315 790 541
439 474 -760
349 150 208
924 526 -98
855 330 -496
380 374 29
806 912
429 701 -593
574 623 -63
297 278 518
144 188 755
217 557 403
144 378 432
589 743 909
278 84 -523
325 671 -820
484 169 970
22 386 883
194 677 814
436 716 -464
702 205 -528
422 788 241
489 342 -382
435 458 -386
648 127 869
682 190 -218
660 517 551
329 779 787
518 494 -65
405 33 511
199 775 -548
569 371 -236
54 37 195
368 204 -312
599 268 -366
222 320 817
753 495 -800
286 797 -873
229 6 689
555 788 675
203 65 -356
216 249 698
482 70 -386
299 457 -929
105 551 -460
161 582 96
142 106 310
239 121 841
646 195 -489
363 760 422
389 259 462
296 106 -780
648 468 845
88 708 604
172 499 707
631 544 -155
756 291 -646
705 717 108
623 731 668
60 788 -886
345 16 454
233 280 392
181 253 -185
374 61 291
546 509 -157
51 664 341
213 250 -601
114 778 -838
173 98 611
795 193 -485
725 653 -221
741 406 -650
357 426 986
703 434 393
272 543 -718
312 398 -333
517 80 668
300 363 -247
44 804 815
488 349 325
454 145 189
388 146 118
579 323 891
163 280 -279
665 522 668
356 754 622
806 439 -494
426 798 818
107 509 -241
721 760 161
160 270 319
258 477 -710
96 321 631
444 574 743
194 473 -470
30 767 927
640 436 852
172 725 -470
523 65 199
488 399 409
134 688 -393
633 239 -185
541 789 -600
520 116 -533
345 471 -500
806 242 721
511 396 739
532 111 -424
311 510 882
111 470 -809
764 17 -75
21 634 406
21 39 670
81 465 582
786 514 797
287 511 93
608 519 -532
41 9 462
419 616 13
266 343 -482
728 66 -295
322 674 -867
449 620 235
388 470 229
255 747 -861
649 143 -884
130 84 -955
380 331 -308
679 760 540
418 301 580
523 605 -131
673 447 -73
802 221 973
187 687 -109
110 699 757
288 343 538
576 186 164
142 92 372
197 132 210
537 65 -225
41 179 812
711 363 -236
376 251 -670
383 121 639
152 237 39
301 65 291
63 76 -702
760 50 320
309 454 -234
625 790 -735
412 764 125
135 197 926
417 703 -685
102 235 110
497 15 -160
496 343 -305
492 321 31
192 117 -98
208 371 -442
258 655 -321
203 588 303
25 255 777
189 214 -369
136 339 -761
52 30 741
670 60 -121
704 800 787
383 81 129
38 319 957
105 333 730
729 286 578
486 232 -59
264 449 -680
498 151 -585
354 5 280
797 476 -895
298 737 -479
194 316 -865
286 454 975
503 722 429
448 786 595
130 337 785
226 135 -181
783 390 -808
153 250 425
72 266 614
374 626 -52
692 505 -941
230 248 -561
306 549 -240
61 796 -310
357 647 -151
498 261 -729
343 382 -890
575 161 56
404 731 -68
507 34 237
459 323 -116
529 7 -333
182 641 -184
274 339 51
78 625 -713
20 40 146
664 424 877
78 649 491
42 749 -953
241 77 958
426 718 -747
280 242 59
787 614 225
295 51 -242
207 525 -650
332 401 164
251 493 -36
552 611 -764
301 132 -514
632 520 917
633 577 -242
475 139 655
101 537 862
747 338 512
562 296 269
49 275 -152
586 629 -348
220 474 -856
300 766 195
556 342 -557
563 245 268
163 800 326
427 548 128
656 447 -943
13 527 280
738 79 -210
30 224 -382
192 110 431
747 210 338
65 748 745
310 541 317
318 157 -535
603 408 75
648 793 -135
16 243 597
736 144 -390
585 295 -617
745 318 -713
311 423 331
203 325 -37
421 745 -758
496 180 -123
676 301 388
767 722 -395
213 193 975
619 266 -301
797 324 -974
786 66 230
802 469 999
249 365 -108
634 646 24
735 22 -525
474 166 690
746 203 -900
78 415 344
735 475 360
298 353 92
285 117 -383
235 88 -419
366 460 -963
383 797 -212
734 482 -865
312 271 -5
769 389 -424
435 651 -56
665 800 -584
800 511 94
406 559 -965
689 453 -144
221 464 -198
68 325 -245
544 250 -392
422 530 48
44 126 996
684 537 343
744 584 829
522 235 -915
407 721 -395
781 598 -896
390 797 -515
485 299 530
716 244 496
198 395 -930
226 85 -577
40 559 -958
520 337 -365
772 302 -845
725 195 460
527 611 515
749 493 -80
61 611 18
615 170 850
415 801 895
117 148 -655
40 573 -577
46 66 274
368 489 -742
562 465 -260
139 13 -579
493 69 540
485 250 208
332 373 487
512 69 529
399 245 964
541 337 388
162 767 992
589 46 -969
147 14 560
288 102 -647
446 261 -116
315 591 577
738 38 -555
670 646 531
761 620 448
575 249 -489
596 100 -218
360 128 665
487 45 32
489 755 331
262 522 639
397 294 443
410 32 -755
233 647 414
433 621 -126
785 25 847
61 95 -662
247 157 -644
561 479 265
79 749 744
305 216 575
670 179 400
620 82 -788
19 21 77
210 217 -246
223 779 -1
378 91 262
380 727 139
339 223 -437
102 790 79
168 444 496
716 522 693
547 378 -163
556 58 -512
199 347 -935
198 373 503
787 583 431
709 719 86
466 701 -390
438 350 892
591 135 632
759 696 313
446 529 -717
38 20 -54
240 573 704
336 158 -348
483 593 695
548 676 -807
473 565 -904
229 405 -347
777 27 796
503 692 477
777 184 -810
326 286 458
720 186 487
554 317 -521
762 67 -721
767 49 958
333 85 633
401 182 -170
658 193 -81
148 225 658
742 741 293
701 738 287
326 560 158
436 3 309
578 316 624
277 472 573
650 728 523
184 35 800
782 541 573
196 169 550
429 296 295
169 270 340
52 179 -119
42 164 -439
57 615 839
242 156 596
18 24 -777
712 749 -533
749 131 606
74 797 -906
679 6 834
172 706 -898
201 357 168
528 532 -321
121 235 108
647 54 -877
268 625 252
632 185 -442
150 698 250
357 735 907
583 767 688
452 440 -93
3 718 501
244 736 -287
772 667 -846
552 430 622
105 421 -577
58 731 -150
792 411 -887
464 587 715
26 138 -674
675 475 -27
787 614 -155
310 783 -418
236 721 -287
125 244 -86
444 765 -944
349 497 819
653 326 94
312 145 -184
129 400 -651
678 171 886
710 322 291
245 598 -761
466 525 104
449 655 -217
331 29 312
363 560 -614
504 505 -776
602 257 889
366 60 -845
392 252 -274
148 282 -338
717 784 -817
589 515 131
528 432 94
10 71 782
281 525 280
766 499 812
211 570 395
24 563 233
472 674 -987
24 565 -977
434 315 342
60 555 207
655 701 -96
676 427 991
358 487 883
85 183 73
588 413 -323
27 471 -458
790 191 -198
242 806 488
705 599 557
701 784 627
31 676 -76
2 320 -682
577 618 -126
309 332 874
648 9 687
299 228 -711
742 563 -581
20 718 209
699 358 65
335 181 -723
408 292 922
770 731 531
678 780 -903
570 533 145
726 581 102
673 784 322
14 233 -675
221 563 311
529 626 -670
753 74 470
29 680 -5
728 108 -417
74 240 -8
211 96 349
264 722 -911
51 517 -828
413 614 -631
417 682 706
779 348 -741
43 104 -194
751 511 -699
569 374 -267
738 759 -981
394 28 116
239 475 831
527 4 -916
555 594 -343
229 315 954
212 582 969
580 237 -370
21 179 606
373 88 -902
282 661 777
76 586 546
579 290 -470
361 16 601
472 485 290
5 72 -712
419 379 -771
768 681 -94
776 278 -368
399 201 -985
451 708 -873
78 203 480
691 572 -278
284 735 887
200 333 -875
469 694 -697
115 168 -108
417 389 236
641 429 -415
603 441 -97
129 577 843
470 320 -509
310 799 -380
107 195 -683
10 517 435
433 552 -77
447 559 157
9 654 487
274 322 827
792 13 -5
330 652 247
643 321 -630
314 528 70
800 460 713
699 357 -854
347 433 -401
165 102 -321
101 378 170
263 433 278
628 169 184
784 126 -131
103 302 -205
319 31 -169
99 265 -357
715 565 890
401 29 916
788 99 -39
584 80 748
514 616 -838
645 718 214
304 92 -698
681 673 -467
570 131 861
269 496 -442
214 246 -177
455 335 282
341 302 984
525 777 -213
30 766 -716
95 21 598
282 667 912
148 412 -885
693 552 552
16 516 -837
433 159 -930
88 371 -885
686 214 868
689 91 -525
257 561 -979
777 510 -10
39 442 -210
614 267 -273
540 515 487
347 395 -127
578 553 675
41 114 -959
731 726 163
125 442 -96
781 16 -251
327 731 693
103 437 580
651 572 -226
271 641 413
211 667 -239
462 539 -345
115 233 -143
543 615 873
78 322 699
376 331 -968
385 421 227
642 541 -498
525 508 -559
169 394 -935
442 260 174
306 144 -368
147 478 938
48 418 -718
368 119 -962
114 45 565
609 445 800
413 789 181
153 434 541
282 767 49
635 564 -682
647 782 986
223 701 -317
720 117 -289
215 304 -274
135 403 -966
661 490 255
528 129 498
250 76 954
206 625 454
262 727 -735
79 143 779
685 530 981
657 127 -572
80 359 -739
466 191 817
540 434 533
388 612 496
2 195 -710
677 780 417
7 521 -646
259 298 442
758 259 870
645 131 -145
5 500 -678
569 556 -692
203 221 500
235 246 112
806 228 680
127 130 46
554 605 -55
797 72 764
531 61 -48
303 101 2
29 193 31
93 267 -460
242 600 -768
668 162 -834
130 435 -653
806 378 -935
12 699 -234
609 349 -649
565 435 -876
90 464 312
545 643 286
162 647 278
633 734 -815
747 370 334
554 325 -347
106 19 409
275 685 255
787 236 -441
191 291 -506
56 624 378
473 281 515
219 423 -517
536 392 -541
433 749 988
551 410 966
797 683 -836
94 399 310
178 346 222
456 442 -335
128 115 -459
505 37 -178
371 537 349
798 577 130
500 740 632
264 137 -916
10 98 390
708 721 231
704 275 459
195 691 841
778 660 -38
742 54 702
519 712 582
72 524 82
444 388 -248
141 341 -555
692 583 -760
224 544 136
151 397 -734
264 67 48
97 176 -29
33 641 249
727 249 -364
597 267 222
247 274 -174
346 728 588
660 219 -269
778 199 597
643 300 -576
795 654 -866
657 198 -881
701 529 -293
771 77 -698
470 46 -722
224 671 444
30 458 -567
704 427 -41
87 538 -294
101 448 503
253 499 435
693 365 54
771 743 867
580 4 898
704 748 17
690 510 22
95 512 355
687 46 -860
556 516 859
419 688 -292
468 690 723
731 31 872
186 121 387
490 393 -327
77 626 -807
257 207 -224
587 192 942
5 763 966
316 5 -788
226 488 -809
14 342 730
132 588 535
672 292 -681
497 786 -172
794 59 453
736 360 -825
467 538 135
313 489 669
451 408 101
284 177 -618
545 160 848
464 507 563
287 596 344
422 748 -260
11 174 871
301 680 -475
102 764 996
397 538 11
731 109 229
479 554 611
532 742 -740
465 504 -936
400 560 119
594 239 -121
473 234 -707
464 443 531
778 410 753
779 464 -295
150 244 775
117 782 224
73 539 508
36 686 -73
57 468 -804
596 669 -274
417 548 -874
596 162 938
792 21 480
635 244 -943
757 699 697
203 197 785
378 587 -725
174 301 -453
703 435 -513
111 4 351
137 791 -901
659 400 -699
266 225 4
536 557 -411
453 385 -574
368 495 -757
521 641 -613
189 438 96
456 39 -135
418 710 -692
17 27 -17
124 655 709
494 452 -705
635 724 -947
112 165 -233
382 473 956
589 564 -753
409 288 876
9 11 -259
20 59 401
632 98 -804
338 723 814
165 327 -938
278 351 274
166 333 520
70 117 347
171 304 516
423 542 718
268 33 7
45 167 -77
572 83 -432
529 562 -883
486 662 151
92 690 468
38 148 -505
581 409 395
286 750 -762
98 245 -818
177 793 508
174 137 680
155 754 -310
683 537 808
126 639 -494
377 3 -181
671 287 101
50 502 285
49 5 -789
64 681 -778
450 149 -513
262 713 690
480 177 711
579 709 -240
95 38 -813
710 755 -800
284 402 506
671 780 685
77 331 -784
720 107 552
260 638 664
745 451 -935
656 520 386
91 563 -234
474 9 -306
782 125 -606
155 470 781
480 49 -1
191 534 602
671 476 -729
177 573 259
307 642 735
681 600 -647
623 358 -78
674 394 740
312 627 -633
7 52 -423
216 26 239
698 325 -363
721 735 -886
459 464 -568
63 405 -893
473 697 106
791 587 879
394 92 -664
331 177 -321
691 256 911
647 395 -344
612 191 631
252 158 58
781 683 931
510 738 -245
493 666 -600
17 187 393
128 304 15
125 146 999
313 723 -762
503 334 117
103 261 4
472 578 427
414 343 709
333 548 -478
564 479 -434
596 298 212
187 662 -50
162 74 460
37 131 -374
633 369 373
184 99 377
546 670 -357
114 17 -380
534 648 -160
757 657 -919
176 59 -303
542 29 -610
331 444 -189
534 293 -389
629 622 -839
600 739 -99
460 753 -710
326 122 305
57 707 731
433 387 268
221 562 523
804 281 835
46 671 993
234 187 184
127 629 532
487 606 -485
305 538 775
229 774 622
514 59 -544
40 668 -409
669 11 -46
492 764 -224
443 421 934
774 167 -573
497 498 336
167 596 46
177 696 -10
521 618 890
534 248 296
748 280 -77
470 804 -86
387 400 -31
57 668 -96
432 386 -922
995 931
464 731 -816
693 28 915
695 327 -610
538 912 -229
961 234 197
75 244 845
960 938 -302
835 302 -904
759 892 -312
440 665 599
994 318 329
274 543 -510
186 124 -509
121 376 -726
514 736 618
72 566 351
817 636 -664
129 902 420
527 976 879
25 285 349
937 140 -83
273 213 -837
487 461 471
810 822 -340
906 779 -198
226 319 420
926 434 -538
178 232 -106
547 220 193
691 2 -382
726 153 -866
300 68 -67
410 515 -478
67 812 -806
395 73 -750
271 810 -950
384 247 -991
6 397 -659
634 450 -321
111 399 -971
437 804 913
769 874 -895
391 135 -238
528 794 -986
616 619 516
138 498 534
574 498 331
592 730 112
994 807 256
536 727 -864
453 495 -843
959 936 142
78 248 -743
88 896 -560
364 949 -762
71 690 -899
163 443 -984
335 921 -547
776 172 -657
191 716 -56
991 563 -560
314 549 334
727 654 -581
536 684 -995
882 822 35
167 214 -817
504 21 -748
419 563 -970
739 660 984
334 617 563
797 253 304
886 686 844
603 69 576
268 206 -184
557 725 744
148 538 -52
254 757 43
812 91 -990
930 428 909
200 70 287
469 686 -592
159 880 386
741 340 -613
302 435 -370
589 971 34
403 73 943
691 688 56
4 704 346
821 418 836
697 414 -547
690 932 708
765 937 -495
175 353 -390
34 542 -993
280 599 881
185 158 541
417 431 -654
110 865 394
994 479 -355
725 566 976
92 189 -889
826 365 729
781 449 727
186 496 -744
828 456 -824
530 137 -858
313 351 777
526 560 -795
79 423 492
253 843 768
542 511 918
25 676 648
967 852 -98
561 11 -785
613 828 -811
288 458 989
227 632 425
703 263 -91
847 871 -22
42 272 -185
86 262 274
97 194 -8
609 659 500
737 372 -124
384 651 -557
481 882 -665
104 682 609
948 248 -769
418 543 -533
13 121 -724
870 880 757
678 576 -65
765 246 891
795 868 568
884 428 581
97 840 -558
432 453 -341
812 508 865
781 971 -313
467 330 -407
436 943 -880
908 7 530
622 742 60
919 567 -510
880 693 556
570 658 260
94 543 521
160 525 87
243 809 -83
196 225 -55
652 805 257
805 548 -427
678 840 -732
967 541 389
533 673 685
125 89 867
118 864 -924
660 898 -802
366 305 293
763 215 -876
7 344 993
492 859 -38
751 191 -790
579 902 -745
412 641 -972
130 566 -840
126 565 -288
401 104 -17
147 94 -150
88 231 -333
994 171 -873
982 204 116
358 353 -233
342 519 69
980 70 -234
271 790 -117
443 783 751
625 798 674
872 463 -861
101 146 -515
427 161 866
402 84 389
799 132 -333
253 90 -496
523 937 381
603 130 -283
349 719 -778
573 650 377
413 514 95
76 633 -507
687 793 802
394 169 -978
969 928 524
613 812 32
540 627 918
883 129 -302
373 939 15
465 458 57
831 38 -270
624 49 592
821 551 697
197 152 -66
250 827 -856
134 143 447
748 650 -596
39 87 618
2 33 -474
820 218 386
156 73 -654
38 646 959
128 764 -440
456 234 245
49 72 -200
158 891 -875
207 779 660
262 770 976
923 966 656
698 681 831
122 113 146
405 923 416
200 615 -351
581 40 -31
47 216 214
156 693 382
318 600 -908
939 287 -495
644 692 -236
904 661 878
154 272 -22
968 710 -597
317 614 445
628 444 -588
224 634 -277
765 739 -304
150 123 957
315 296 -832
306 983 927
870 540 -855
355 301 295
31 890 -643
755 963 -231
237 782 307
961 690 286
725 579 -930
950 369 -136
597 480 649
409 575 599
84 192 -572
499 212 -757
509 284 511
246 108 577
33 355 860
178 672 596
29 643 459
940 946 90
50 306 -283
178 224 -584
481 647 -456
597 655 31
771 12 -806
124 19 650
164 625 724
481 81 -34
168 981 807
432 220 -167
643 661 -804
249 381 -309
617 984 -729
939 692 823
370 532 384
157 377 59
788 187 -355
557 880 108
209 1 -701
228 391 728
241 924 -72
466 883 879
62 398 243
817 729 -105
917 346 -271
565 319 -109
110 185 819
828 893 -619
377 99 547
468 153 399
656 422 -777
148 82 -332
94 102 302
627 36 -497
712 684 747
687 850 -632
691 255 775
752 384 105
167 269 756
880 80 860
808 243 -272
963 818 107
982 365 568
961 906 -786
620 956 282
584 630 825
257 170 -223
833 249 716
88 825 -455
951 689 652
628 600 -716
377 247 -833
969 780 -17
929 288 -272
633 59 148
132 397 455
830 349 376
909 774 757
705 960 719
227 73 -322
639 523 -54
714 289 -39
531 196 89
809 133 65
873 346 170
837 375 934
867 622 -882
558 512 959
224 723 -866
523 371 -699
1 580 852
822 600 -672
750 847 -493
976 911 818
834 455 659
64 508 -703
504 94 15
169 789 -430
903 169 -232
709 915 -342
631 325 799
415 563 -790
408 244 245
125 658 -159
210 850 -544
343 337 -671
459 784 -168
190 73 -99
794 909 -450
913 252 -534
301 460 579
846 929 -488
542 29 771
826 292 922
962 390 199
240 821 -375
602 914 -807
880 337 743
464 811 812
280 546 -180
19 30 -985
50 87 568
535 882 -97
48 104 254
863 23 798
750 46 -839
368 185 812
791 542 -712
930 63 81
41 648 -862
139 493 -857
155 563 -238
414 578 -783
971 276 184
365 173 594
926 44 706
889 876 -58
513 525 946
918 599 -384
431 655 -838
63 744 -586
556 330 941
749 777 -511
523 533 -416
497 190 826
552 335 946
8 638 718
627 961 -416
327 425 -521
701 90 239
849 473 -792
429 295 -489
263 908 766
688 934 753
749 373 346
830 945 -56
