817 2445
659 152 794
75 164 524
289 202 131
493 296 897
412 647 854
417 754 845
167 615 117
271 634 588
356 596 479
281 562 871
731 451 835
369 124 487
111 342 143
715 711 383
755 793 174
149 366 128
198 675 135
153 808 888
109 435 345
518 614 62
516 311 867
174 267 106
648 334 356
422 286 499
35 68 119
448 686 392
142 193 966
532 788 756
691 538 717
500 542 943
804 542 646
324 382 564
59 146 362
757 750 56
545 679 725
419 98 807
307 681 441
181 734 208
430 101 368
640 479 929
660 732 285
563 129 560
678 114 613
153 292 365
114 478 325
319 231 768
28 107 526
407 387 466
446 504 481
55 267 983
382 369 235
641 102 546
651 433 639
648 311 65
177 701 848
66 394 562
581 779 845
109 550 312
359 536 814
210 378 197
50 694 613
639 223 496
524 414 881
665 426 271
594 192 766
771 16 698
805 204 786
122 447 499
335 120 120
639 586 663
588 356 825
64 515 608
609 505 965
657 596 713
65 35 818
683 523 914
132 388 628
382 579 711
49 601 797
514 35 127
660 370 726
124 629 453
268 711 110
260 656 232
563 52 19
423 785 798
289 621 691
240 793 621
679 113 494
175 716 603
798 751 650
212 744 691
186 543 453
744 204 546
131 778 182
33 666 490
20 85 360
712 534 268
752 230 921
688 212 434
12 630 327
495 110 635
191 45 543
609 804 728
750 192 69
695 234 733
791 236 672
618 394 556
361 132 659
134 23 429
341 119 18
811 334 957
203 183 170
210 541 979
668 716 999
88 599 507
667 344 665
759 161 333
643 676 84
295 749 821
325 680 96
647 280 71
732 50 44
443 781 760
753 246 258
549 638 744
443 193 200
190 625 690
169 583 920
772 682 249
680 132 269
735 726 509
451 817 393
152 224 466
343 170 986
549 443 746
521 126 244
280 453 98
791 686 214
89 486 422
90 795 812
105 669 906
438 204 368
777 541 1
203 339 184
789 470 792
66 292 172
209 344 190
663 456 471
539 170 3
53 217 512
267 488 384
83 318 921
366 206 380
488 550 561
144 560 221
335 118 597
583 320 258
559 605 365
267 790 799
109 560 357
455 792 274
296 609 948
27 671 590
151 488 301
514 586 500
167 117 155
587 381 863
597 257 879
355 685 269
801 316 592
240 143 2
204 170 158
15 736 820
584 612 52
811 106 327
785 604 28
163 380 836
444 485 556
72 432 452
168 375 489
381 260 335
763 266 474
241 738 545
436 5 378
624 574 698
759 303 5
227 538 74
16 376 168
161 596 315
285 781 185
41 642 863
783 716 792
53 166 323
710 293 622
230 166 782
598 182 279
588 367 323
547 626 948
777 129 586
812 541 786
518 700 69
388 385 634
697 416 622
572 340 598
401 207 924
201 759 737
389 134 458
512 97 601
770 121 754
94 372 556
19 801 867
807 495 456
106 809 980
563 124 392
207 263 589
430 310 745
720 768 998
782 739 507
107 377 301
410 750 240
472 668 789
560 196 136
43 605 425
73 625 981
641 726 387
543 460 654
661 671 63
733 318 359
48 637 513
343 549 603
66 571 59
306 40 51
67 472 908
136 249 402
498 687 408
88 471 562
798 35 747
519 555 890
427 813 399
299 78 575
77 470 226
193 377 349
553 296 121
744 98 95
414 426 735
107 7 121
132 235 670
414 428 851
352 31 727
208 37 833
100 568 50
95 128 260
347 359 174
207 23 775
232 144 708
349 618 714
793 518 252
470 613 845
94 535 281
351 332 169
97 278 717
659 228 777
564 42 639
476 790 687
458 448 297
17 289 106
290 658 205
656 805 343
182 637 538
249 508 911
803 172 596
443 652 586
412 95 65
216 369 506
269 284 99
92 65 657
433 305 345
154 618 341
591 709 997
752 186 37
247 552 636
524 814 503
106 598 491
616 341 542
4 605 247
250 79 97
569 520 426
6 33 572
734 522 920
656 620 531
386 457 850
62 446 721
639 673 173
132 131 3
618 424 913
25 193 513
52 703 905
726 35 16
73 642 99
513 208 248
353 16 48
212 457 512
462 667 130
650 11 145
817 182 5
3 182 358
733 33 739
453 685 586
426 188 587
7 396 595
730 392 50
125 41 534
604 647 333
638 624 607
206 551 722
194 250 445
535 639 788
354 551 404
290 130 138
808 13 940
491 292 333
66 486 687
613 49 606
48 230 14
92 283 759
537 489 6
579 429 986
144 79 711
441 451 475
55 247 642
418 335 608
40 749 978
12 30 157
566 460 714
327 486 888
38 52 631
668 149 895
90 237 437
449 802 154
672 314 13
613 190 809
447 353 654
44 348 628
60 446 246
293 434 954
258 322 463
100 623 857
216 150 167
125 716 802
807 20 799
244 631 568
53 98 677
718 250 497
504 131 283
387 242 316
272 814 320
232 342 779
571 644 68
433 671 799
622 601 585
80 11 705
420 381 956
481 698 114
97 622 276
378 484 468
688 323 918
496 56 589
4 269 630
480 544 898
407 804 731
369 699 185
697 560 719
319 702 656
215 682 865
587 491 623
708 519 647
583 413 339
539 317 425
1 272 947
419 41 139
74 724 370
254 54 94
524 365 512
481 113 199
478 181 445
485 82 364
278 27 349
562 147 173
779 731 607
806 410 252
775 797 625
615 141 25
437 708 463
650 649 197
586 651 526
777 29 431
655 642 195
694 672 436
408 399 556
726 800 366
772 10 492
811 257 83
287 115 503
243 330 123
668 690 270
739 144 308
623 389 774
371 162 82
782 202 185
173 587 895
102 727 733
689 308 323
608 314 74
91 445 13
574 732 689
60 657 271
124 354 839
533 73 597
450 52 159
85 628 742
141 124 69
549 555 718
9 532 970
317 753 11
191 519 828
366 475 874
584 361 984
372 239 591
104 73 552
521 302 958
502 506 515
703 327 7
434 281 660
330 660 232
366 52 813
145 493 410
136 662 814
69 87 134
254 330 162
486 538 860
430 516 916
683 786 706
88 257 987
656 772 862
362 301 834
94 327 368
784 170 311
726 455 668
626 252 182
103 116 219
804 694 976
815 351 285
101 48 189
313 310 166
531 45 854
331 572 496
357 571 454
677 164 514
71 812 759
757 306 74
117 664 197
659 385 146
525 743 229
77 587 381
602 482 351
247 405 847
597 241 822
604 228 90
780 32 249
58 121 942
490 254 950
7 177 212
187 68 654
586 314 60
4 51 650
459 270 514
248 488 490
627 458 589
671 483 363
627 786 342
370 6 628
388 410 311
781 58 396
530 554 759
63 7 895
464 250 493
204 280 31
334 304 130
782 733 323
265 338 628
771 15 703
761 294 701
150 536 502
77 376 389
311 590 819
518 613 310
414 769 608
617 369 829
788 444 743
616 2 310
727 585 54
605 3 373
203 815 3
493 612 599
55 183 970
185 492 595
311 352 46
73 608 908
309 354 652
276 161 155
373 575 108
688 117 677
504 636 27
229 293 230
792 794 10
736 730 201
813 190 477
137 801 403
286 586 765
484 130 785
630 525 234
789 796 129
770 304 168
234 513 577
573 232 710
255 20 883
27 584 943
257 791 121
77 16 121
361 422 247
332 752 244
568 45 492
308 496 879
435 600 946
63 374 218
761 20 704
474 791 445
805 23 27
548 194 591
575 460 271
104 707 170
41 366 282
805 524 605
272 583 933
159 478 349
536 182 923
196 184 439
261 609 531
504 515 31
698 466 625
603 506 875
710 680 562
745 585 369
464 23 760
709 656 541
69 481 348
740 543 196
673 557 441
220 340 862
328 744 694
586 646 416
708 679 559
426 782 931
435 488 81
133 651 523
706 683 744
761 386 218
783 440 333
88 502 743
489 28 103
348 673 12
615 389 311
662 332 625
735 52 578
402 590 639
147 682 141
596 360 350
155 344 380
301 62 958
173 94 648
752 373 616
359 457 467
494 430 672
407 481 181
781 619 585
615 630 924
759 699 46
53 99 525
492 245 148
577 366 951
166 578 362
191 414 404
603 207 26
226 58 179
109 144 260
99 481 535
2 16 745
777 749 218
293 369 744
435 474 94
118 633 320
322 615 194
523 46 14
26 289 475
377 81 507
184 144 561
713 136 332
71 705 882
189 796 773
385 181 435
741 689 138
491 677 998
51 95 63
737 161 951
317 220 190
292 720 213
80 721 837
28 146 761
451 630 669
253 752 318
665 407 384
203 282 379
306 769 686
35 52 545
806 669 826
295 625 653
246 656 89
433 660 109
136 449 920
417 314 719
122 206 529
391 574 217
96 315 622
631 179 225
34 518 550
315 685 840
576 455 173
720 765 702
492 279 110
472 471 993
703 252 644
489 34 35
212 598 219
317 285 848
750 689 473
224 307 152
292 395 7
666 505 521
420 475 507
255 375 731
531 583 403
808 22 488
46 70 433
131 754 2
106 691 865
67 279 362
312 754 1000
643 381 231
482 543 426
456 58 312
324 251 686
647 403 520
213 709 402
593 298 634
271 800 514
338 311 208
543 591 287
664 299 202
104 738 26
757 39 70
214 85 974
398 278 550
725 118 257
376 333 982
759 587 13
557 362 738
475 675 379
572 647 228
813 366 588
422 754 522
273 768 66
477 793 762
398 146 566
360 112 632
247 513 647
3 7 484
3 36 464
171 157 803
282 542 768
277 702 936
408 309 716
81 106 13
527 740 802
413 730 941
717 262 671
317 817 232
314 636 949
626 139 334
360 41 777
130 655 470
574 410 750
138 730 235
747 742 368
543 67 646
584 197 542
343 145 269
384 518 98
67 350 798
340 224 151
286 201 925
102 780 399
605 653 688
60 172 808
651 197 977
501 746 522
387 784 523
795 511 151
356 158 240
726 711 28
109 183 715
171 787 810
58 271 153
577 265 73
139 686 996
709 71 198
238 185 699
530 394 188
578 598 725
79 816 365
515 602 756
206 76 142
718 743 126
128 419 891
223 113 999
480 392 612
749 97 632
504 529 881
259 15 906
442 63 845
51 566 524
592 180 902
498 585 717
493 68 376
758 470 71
780 154 502
549 695 966
555 662 354
632 813 569
578 292 577
167 670 221
213 772 660
672 526 360
426 618 302
605 557 950
534 237 872
309 649 871
358 109 686
347 330 86
363 756 103
378 653 467
621 492 675
598 509 576
267 737 498
649 718 270
63 224 61
170 144 719
330 396 891
377 371 840
376 784 753
584 779 325
435 229 757
596 254 596
205 246 44
534 294 176
175 136 830
632 61 796
792 591 413
803 765 173
602 559 583
370 401 115
536 717 956
448 266 738
756 26 874
549 517 825
649 179 521
364 442 705
276 587 590
391 587 543
413 539 572
551 370 499
354 149 920
282 711 345
665 401 432
89 204 518
772 1 634
686 440 810
136 341 843
172 768 943
177 151 73
148 218 592
810 243 928
618 629 11
517 519 783
638 437 3
318 364 663
228 473 77
767 294 289
692 7 438
687 483 270
375 106 993
507 171 735
49 45 47
771 442 696
359 320 188
26 665 21
646 585 245
784 228 5
6 311 861
86 584 23
537 343 136
418 247 56
9 731 550
69 744 166
511 747 841
253 272 64
629 331 201
155 490 299
477 312 792
756 681 325
207 703 772
282 575 357
342 112 862
191 647 261
389 352 181
761 606 938
759 212 405
630 10 45
452 380 102
133 194 402
653 45 154
100 358 204
134 681 949
125 553 603
60 352 71
510 429 63
176 332 585
56 553 403
514 25 544
799 232 145
244 596 971
672 396 458
767 811 408
39 408 805
37 794 952
397 42 22
483 544 974
653 357 684
667 735 953
173 37 90
63 174 972
44 697 544
287 283 150
365 89 279
367 304 680
410 554 362
416 277 740
633 526 355
271 647 476
243 161 971
19 194 713
542 245 950
215 4 260
535 259 983
788 815 386
562 592 566
499 94 299
579 334 140
100 564 671
132 299 849
721 426 676
346 735 642
99 546 98
169 405 934
218 636 582
318 152 40
653 764 196
347 584 244
520 700 384
708 392 409
101 705 747
326 282 956
711 235 271
444 712 167
203 200 555
65 99 846
695 327 373
542 424 458
747 757 172
156 58 704
494 655 516
217 53 266
445 406 479
165 705 920
88 55 114
390 734 323
