843 945
429 239 157
480 27 -768
178 280 -443
629 143 -60
411 625 963
395 739 192
11 585 -984
670 590 -767
434 145 -673
744 562 663
425 71 -201
218 116 -762
166 260 -201
390 343 -979
595 610 -102
650 231 342
764 734 890
235 380 198
406 493 415
767 250 265
558 152 -985
119 71 -36
686 388 420
207 44 -71
647 41 -824
565 671 474
736 91 288
655 173 590
433 641 764
572 804 -595
235 179 928
243 356 998
186 472 301
358 103 -446
409 309 -384
24 227 -82
515 461 -575
708 566 362
160 685 -439
769 490 -860
586 587 -907
540 13 -744
100 78 -438
723 542 -136
770 231 796
694 492 110
489 206 -258
627 362 -183
491 774 998
483 629 -974
461 386 551
293 760 -996
208 769 -360
132 830 -770
796 413 -706
360 514 -147
297 463 296
464 570 -117
126 524 -270
98 397 -124
140 301 -205
815 276 -412
316 593 226
128 545 -899
336 48 175
329 2 -645
297 291 514
529 600 -890
439 212 -662
79 803 18
391 328 -140
189 549 -450
361 355 513
666 67 485
289 634 -56
518 695 593
428 641 -536
371 813 -538
757 156 824
639 149 -922
684 168 -475
717 322 -972
471 94 -307
280 734 464
226 334 603
607 127 668
165 651 -238
794 384 741
60 787 -331
133 21 -700
253 599 644
68 220 941
339 719 -267
430 155 -347
353 354 309
188 551 264
423 549 -38
756 365 728
510 6 -378
363 112 36
512 422 -644
683 549 618
731 80 -528
664 176 -28
454 640 495
254 287 -735
114 582 -219
349 374 -111
286 635 -26
591 503 724
398 40 565
29 419 -584
142 334 257
435 614 -377
588 667 -322
435 340 -869
69 809 233
731 830 -684
302 446 -606
2 242 165
650 617 -469
453 831 747
349 705 -818
763 31 -956
252 760 460
448 463 -99
535 193 444
525 12 -593
651 611 621
2 87 5
817 573 -612
662 79 899
314 557 518
360 536 -36
173 255 397
311 600 -853
309 429 -6
79 248 -269
206 492 -912
563 531 282
569 324 -193
648 653 -389
420 423 940
331 48 -533
107 626 827
694 768 -583
578 632 291
402 661 273
535 89 -870
642 646 487
531 499 -250
108 40 -259
315 48 594
353 69 268
109 730 -569
192 767 77
173 772 -111
291 646 -945
408 818 -572
588 201 -457
321 497 -713
411 754 914
458 670 216
75 192 949
746 45 974
150 239 502
753 371 654
384 444 -461
594 575 -146
157 327 -606
244 458 990
96 434 545
614 379 -250
634 663 544
786 90 -184
116 435 -4
689 460 -271
607 592 -89
239 733 -51
767 383 -72
338 775 408
524 363 -264
718 553 761
363 660 -977
549 557 -860
62 514 469
55 37 951
201 730 -840
801 333 -240
118 335 -505
810 496 -579
700 22 989
750 462 171
310 433 -268
744 663 -257
148 677 -842
596 561 -924
519 149 973
408 704 591
262 156 -549
312 490 968
421 313 82
653 713 -733
288 405 401
512 572 449
811 475 -24
136 592 -769
832 828 292
190 767 614
316 178 -649
570 277 -950
647 514 945
411 114 506
171 685 728
334 380 799
317 90 -755
340 820 776
445 671 707
601 173 -68
812 495 666
60 672 -128
738 561 -504
593 491 642
645 557 861
517 33 461
61 565 665
492 699 -315
732 275 109
761 350 470
745 750 -390
742 332 -95
679 148 387
475 245 -62
207 213 -197
634 840 878
219 138 -680
76 39 225
34 337 467
517 299 580
718 811 -186
837 435 479
467 791 -826
843 449 568
621 842 -119
627 399 -273
246 636 364
256 665 -575
523 198 644
237 292 -437
406 639 -644
486 359 771
239 30 311
387 753 -737
615 304 -126
99 482 730
713 799 161
494 67 952
830 212 -950
329 12 -54
337 239 -840
67 239 -591
508 585 135
589 757 673
96 26 -530
170 241 459
819 450 -935
718 155 -246
150 97 -40
297 805 368
683 241 -684
576 430 271
200 69 -476
422 145 -31
300 748 94
150 114 -691
666 286 489
429 107 -628
128 681 -202
27 822 -677
35 1 486
56 782 914
124 745 -334
357 550 426
281 364 989
801 49 -552
797 571 -601
739 495 662
788 483 479
318 92 -483
583 99 113
264 181 -985
25 589 -196
159 744 628
585 107 264
308 13 -272
199 684 84
631 675 223
281 697 -679
691 745 680
413 755 -75
661 659 -104
265 231 -7
50 426 -240
697 306 502
35 155 660
117 39 -149
448 563 -539
755 580 564
602 759 807
644 332 -727
552 358 -551
838 685 677
841 608 826
553 708 82
528 390 -122
214 136 40
261 736 417
71 176 -862
318 227 -555
93 114 -682
589 345 502
617 162 -99
511 334 -560
40 829 956
35 126 -389
590 389 -104
77 130 -780
490 541 565
520 768 747
103 434 -247
750 280 523
520 491 308
514 465 -51
21 261 -82
326 163 -859
320 447 418
535 799 -792
419 314 813
678 755 132
534 137 -287
259 390 -101
629 515 -947
62 37 -293
258 578 -337
385 132 373
629 132 542
236 173 474
759 465 262
765 542 -131
335 612 743
669 803 -984
268 504 93
48 370 -287
734 682 232
191 430 556
813 347 -946
42 110 -571
157 465 -488
810 210 -961
545 95 -231
119 64 884
829 625 -994
698 825 -776
17 712 -305
353 819 -854
742 560 208
297 425 294
80 445 625
776 716 -873
80 415 892
824 697 339
649 66 -510
588 30 609
583 367 686
584 157 937
285 753 -251
36 95 997
235 59 -79
792 55 -254
281 324 -469
754 189 -174
778 414 -512
822 327 242
171 441 -566
24 770 -62
577 58 -22
311 105 978
12 657 339
835 267 -625
512 800 554
594 807 -797
234 641 -60
683 482 -77
518 5 -446
23 531 -818
297 280 768
88 307 -566
832 673 -505
93 322 -790
194 5 -779
783 741 244
358 16 395
728 684 533
432 569 -628
465 309 -690
621 635 -455
528 68 979
191 35 483
548 394 -39
482 502 341
139 567 -243
745 629 338
132 673 734
233 671 -681
523 364 -441
69 671 -159
716 483 -989
475 124 415
191 264 -226
160 226 -336
481 284 -980
736 149 -972
701 75 764
7 795 -696
142 772 -84
354 388 -311
201 344 861
661 533 767
744 186 853
827 18 -23
773 119 -569
449 58 -685
113 197 509
217 826 805
606 327 -147
23 60 851
261 218 310
731 367 -531
565 151 -156
782 332 297
668 269 562
646 313 -224
78 522 -286
519 158 40
406 599 -804
505 575 445
385 541 670
344 557 -882
374 561 170
494 282 41
165 412 891
241 578 -974
104 318 22
207 686 376
188 275 -852
499 53 118
246 668 -941
746 79 -232
610 294 -212
227 324 -576
253 695 41
372 242 -768
152 366 654
361 627 672
333 394 802
475 635 825
369 455 -97
523 809 -310
386 666 385
552 117 315
311 324 -556
431 83 873
569 493 222
833 224 316
622 752 -279
86 489 132
525 313 -4
57 101 -30
633 484 -77
777 278 456
342 782 -544
659 802 472
352 782 -582
43 129 154
127 621 770
675 658 -51
610 303 139
394 139 -531
783 744 -80
308 125 -71
30 747 -34
174 322 -780
417 431 569
706 610 -261
115 172 -949
671 566 -970
825 630 -489
33 838 534
375 815 -23
715 680 -49
26 355 882
98 398 342
334 304 -250
833 351 -835
125 435 -678
38 740 -462
436 29 -475
671 720 -791
333 66 -42
281 160 933
334 323 62
701 665 569
123 396 -505
82 295 -286
672 22 -389
155 815 -792
354 373 254
496 608 -468
657 10 80
256 576 770
721 511 -759
677 444 780
162 117 -837
508 485 679
394 435 -432
238 738 413
441 107 -418
407 553 509
797 496 -909
717 346 -141
301 17 -286
712 290 764
7 96 -347
684 10 997
671 525 713
416 64 178
11 269 880
348 211 -31
456 538 959
410 468 9
840 271 -913
537 834 -652
359 570 -87
512 109 1
180 353 951
534 346 389
833 154 -769
437 547 599
346 731 535
568 227 -453
143 668 -563
240 645 -169
382 138 -403
701 182 -875
532 717 300
526 161 309
674 96 -408
205 486 555
333 698 178
822 791 545
627 176 -933
317 658 -349
65 348 -698
588 636 -351
625 31 -209
407 616 357
244 381 98
296 836 -19
643 232 624
480 59 777
727 4 112
158 481 480
588 203 63
714 12 -4
77 291 -729
331 254 487
9 648 496
635 753 618
659 143 601
87 239 -228
485 235 961
197 468 357
389 552 992
61 374 347
402 343 -749
99 181 -302
681 598 -148
111 729 -653
494 577 25
456 145 988
403 701 -282
442 504 -789
262 603 -49
525 634 304
478 529 809
720 707 -291
145 572 601
489 735 774
600 538 -931
314 260 833
773 225 -710
473 295 742
801 134 -123
480 236 512
660 836 939
225 808 969
424 282 -871
52 466 786
736 580 -633
203 643 -797
352 591 523
835 134 -770
97 80 741
798 371 173
580 533 -78
227 218 -216
745 122 -853
354 290 -808
242 247 290
704 286 -339
227 838 -632
158 557 -724
306 93 290
637 388 900
572 84 946
400 261 15
663 613 685
88 689 561
656 407 -50
8 502 -968
427 676 12
488 437 58
507 297 -283
174 472 838
779 323 -405
399 525 696
144 738 28
150 461 -396
150 646 -611
126 237 -475
321 97 -487
714 442 -596
168 558 985
182 617 -114
80 212 890
784 49 983
518 136 327
19 360 752
802 475 976
314 238 757
228 144 771
303 9 828
398 259 -731
654 105 -545
7 594 -735
529 34 -731
774 81 -105
494 675 -345
631 26 -504
435 453 111
739 670 -300
431 27 19
233 330 903
248 707 551
53 377 -707
814 200 862
225 445 198
479 57 225
810 357 106
160 789 396
167 515 -650
208 517 -509
687 640 -332
617 399 -548
195 770 -729
282 279 252
825 505 282
40 716 -543
469 635 944
491 33 808
97 527 -786
832 110 -607
97 443 536
234 157 -61
50 439 349
388 162 788
688 419 290
760 195 481
651 808 438
296 151 859
773 795 -961
772 332 -772
65 126 -522
325 691 250
121 195 399
142 780 986
602 247 -466
841 639 424
104 717 230
331 404 -934
222 184 -353
145 595 -221
429 189 -294
126 715 -526
297 49 932
142 801 37
275 232 -540
375 451 358
744 270 523
655 424 -447
421 169 934
73 172 972
605 210 21
780 815 398
450 495 521
598 82 -8
772 588 -687
363 767 -818
640 24 -851
172 493 576
574 239 251
310 87 95
59 332 882
149 774 36
510 142 -98
630 624 279
307 336 21
496 601 -694
666 486 -180
462 202 289
163 836 -192
357 739 -999
735 104 251
792 767 971
446 809 630
708 688 -224
125 594 877
91 776 -641
16 55 -488
223 669 -961
68 349 -877
