18
830 1726
823 665 161
611 813 626
524 463 535
764 229 987
19 182 412
240 273 78
785 536 150
325 579 433
388 261 490
127 685 443
174 629 702
409 799 320
724 85 382
345 730 882
550 219 193
247 727 865
339 457 769
787 201 762
624 678 598
698 288 501
290 384 714
712 679 617
119 235 289
647 384 434
724 589 379
621 390 830
451 498 987
410 407 386
701 257 126
451 693 681
628 794 165
509 589 206
481 433 388
565 3 747
723 593 157
799 693 940
128 539 55
524 480 942
565 45 276
570 370 39
798 686 550
745 199 195
687 242 881
706 675 929
816 481 317
343 109 566
646 22 421
733 185 511
777 283 712
585 191 414
156 234 358
775 100 860
30 592 353
269 348 382
750 111 35
203 533 428
6 240 159
128 538 244
381 142 302
383 462 764
805 395 75
733 58 80
118 403 394
327 280 653
745 330 472
404 543 822
526 513 312
83 6 788
642 480 731
37 735 74
144 545 963
495 780 511
530 515 320
143 480 727
555 222 359
97 776 192
80 819 186
252 139 545
514 563 131
680 790 264
567 714 70
679 273 316
761 809 437
443 346 20
306 360 54
462 240 345
748 375 643
74 496 242
430 554 681
478 94 292
358 703 258
571 421 704
248 230 647
597 823 820
403 699 223
795 786 910
67 262 20
783 422 389
568 223 242
804 35 777
177 81 141
6 180 495
532 408 460
596 449 362
763 609 340
89 264 811
764 59 718
799 84 79
282 437 911
312 470 801
5 124 961
420 368 904
446 557 544
394 516 356
374 512 906
305 416 737
235 462 772
55 57 979
405 218 852
374 224 519
78 790 581
295 299 365
412 14 326
613 86 897
93 412 520
642 30 52
642 769 284
343 633 644
767 37 202
450 278 125
176 359 49
257 15 281
717 388 638
292 761 870
310 454 996
53 347 152
754 456 270
595 32 531
76 234 979
82 596 729
714 463 9
493 284 874
762 229 582
383 371 343
491 10 691
559 69 641
129 707 676
813 737 682
404 222 764
549 114 205
228 274 335
763 400 128
289 116 515
25 348 871
764 546 598
402 240 177
797 583 170
711 285 728
189 198 843
349 72 866
422 359 270
202 520 398
7 635 143
733 146 58
558 717 961
623 739 604
722 638 169
30 609 850
709 69 422
225 363 593
655 140 244
369 448 637
739 292 376
561 612 243
101 761 959
392 735 471
577 737 771
420 404 199
565 336 630
265 373 214
514 346 811
825 743 940
434 814 978
132 188 94
289 657 167
580 681 118
199 187 994
810 377 176
547 487 285
662 6 724
62 71 889
51 614 271
801 389 103
313 508 273
755 140 378
756 319 186
196 123 818
539 530 162
708 473 785
619 70 603
740 362 946
560 754 669
630 312 239
663 343 605
626 753 95
485 311 279
410 601 929
177 812 32
237 30 109
225 495 276
313 469 877
610 602 245
187 736 106
378 133 511
10 168 126
16 657 882
116 430 909
26 729 959
190 658 48
318 393 17
252 206 491
567 580 111
349 417 23
27 555 841
515 744 839
57 56 2
190 460 505
722 748 522
17 14 698
643 119 17
770 82 770
647 605 47
24 273 501
427 650 543
216 495 182
317 597 891
407 536 330
474 670 712
205 282 978
516 376 38
515 73 108
327 402 747
551 245 991
363 525 277
638 10 137
239 336 79
826 98 387
213 446 306
175 491 89
720 69 958
476 162 430
5 345 265
44 159 345
176 272 212
115 768 504
746 297 96
393 315 667
110 485 606
94 667 731
323 637 767
617 607 896
628 290 423
613 535 388
150 632 388
102 108 475
674 81 63
545 572 501
620 176 748
311 654 129
388 81 620
312 164 124
258 505 737
786 46 330
320 751 666
429 331 64
6 264 859
735 485 939
30 697 827
106 54 695
758 4 969
95 667 950
706 625 436
203 608 665
183 363 472
823 349 292
362 752 629
357 197 227
488 783 830
608 392 424
296 117 974
265 176 658
480 686 802
177 274 285
116 345 824
357 594 10
265 283 383
82 381 959
681 628 818
326 641 288
312 415 406
652 594 392
259 143 370
756 670 873
272 296 1000
740 660 449
527 154 534
559 52 372
546 608 813
139 555 685
510 765 481
24 201 57
105 597 66
823 568 883
180 364 882
582 369 326
187 159 874
786 584 653
62 621 140
407 314 888
724 796 39
76 618 569
700 374 573
204 566 515
805 244 99
510 17 634
773 514 416
687 698 709
138 408 286
799 589 893
335 310 130
422 807 806
802 356 447
536 184 602
476 95 598
333 71 940
350 660 152
703 422 493
236 35 346
124 261 808
698 133 461
177 767 55
289 765 638
672 243 611
821 501 29
159 829 716
357 342 219
580 65 957
773 320 280
680 215 698
481 9 853
107 334 884
29 355 615
592 723 233
793 634 165
7 517 272
369 150 114
727 179 661
384 738 299
124 495 594
383 680 13
348 787 506
13 302 793
219 415 639
566 280 496
227 212 486
802 620 63
363 42 511
806 744 245
91 434 127
696 296 852
760 109 622
482 794 394
811 779 932
389 607 508
351 183 904
30 335 562
238 827 715
654 180 473
791 766 296
755 323 719
61 729 701
168 748 726
129 587 685
9 430 640
101 112 187
116 454 197
327 191 308
634 366 53
98 634 625
638 706 451
187 121 184
331 758 620
248 221 741
196 199 679
57 335 232
641 306 674
527 335 442
482 526 226
638 79 446
385 414 229
202 323 363
355 1 550
817 195 823
706 554 916
294 183 322
169 642 995
86 783 857
382 93 538
89 738 67
619 814 402
733 281 949
506 386 159
766 579 345
643 645 156
107 83 713
727 31 232
128 652 211
620 21 278
76 454 533
237 107 251
49 188 116
608 517 140
625 122 143
208 48 186
422 744 673
763 721 418
620 733 333
306 478 183
613 267 246
101 179 618
701 814 271
428 677 870
146 205 816
209 792 142
629 490 925
444 813 13
26 714 366
78 48 343
538 8 27
703 680 169
284 329 516
783 667 152
130 149 656
160 549 815
617 740 811
346 670 419
267 271 818
179 651 216
118 613 369
29 676 34
801 799 214
136 52 266
404 34 683
706 299 547
607 10 544
16 488 492
35 697 957
214 784 751
723 372 221
35 794 605
446 710 509
24 505 541
326 638 522
506 177 26
621 63 59
791 626 364
245 246 858
143 814 43
797 622 506
536 36 210
623 114 543
373 293 121
673 164 90
740 436 514
481 533 292
432 367 513
347 625 703
588 727 600
171 501 897
69 191 627
337 629 340
701 31 40
314 13 348
447 551 297
137 292 56
475 47 972
769 808 872
344 715 843
68 574 788
102 117 204
590 691 485
23 219 559
302 584 269
611 717 352
50 15 976
525 30 586
196 199 486
810 709 31
672 505 474
444 139 659
681 698 964
689 532 789
472 507 663
151 259 570
230 484 408
422 337 887
75 236 804
281 206 345
779 372 271
304 409 200
512 815 505
586 25 35
140 315 934
150 62 36
433 455 250
289 423 557
539 473 68
232 567 551
174 504 982
567 11 368
724 373 412
48 665 163
700 215 357
652 393 816
421 717 683
142 310 689
698 671 758
495 511 842
748 646 680
481 315 37
103 319 665
583 593 510
312 156 161
209 266 198
452 468 728
584 803 431
602 670 981
4 379 411
153 172 775
91 676 125
173 74 994
623 524 816
324 72 479
250 652 128
66 264 594
664 212 598
725 480 951
539 538 151
323 823 46
176 300 490
388 649 731
820 676 458
434 368 321
101 814 438
288 470 690
727 117 867
12 677 233
368 372 431
165 609 833
730 15 896
399 151 14
429 634 970
652 351 875
427 524 606
648 198 826
511 627 497
432 722 260
230 509 422
137 599 801
294 459 244
649 162 138
130 756 812
133 57 570
64 48 495
321 595 852
284 287 601
748 11 148
590 676 546
459 784 36
693 33 518
530 605 157
601 408 780
359 791 964
369 101 371
629 269 963
234 390 217
459 781 45
112 576 326
475 326 71
315 403 19
604 334 217
32 529 222
483 74 451
567 236 949
528 180 797
386 772 941
382 524 814
80 30 445
481 693 378
193 125 660
784 474 926
50 423 323
307 375 924
586 354 415
335 697 839
39 790 865
697 106 778
590 23 164
294 795 903
761 750 729
125 165 895
231 109 568
15 221 633
311 466 628
792 189 898
600 233 388
289 494 94
346 393 608
637 321 76
734 564 757
177 715 145
745 521 44
203 777 868
332 52 213
99 821 906
368 160 249
162 813 839
748 289 598
198 590 60
688 783 898
31 322 436
359 748 238
472 463 443
325 339 15
626 421 192
5 571 637
401 255 792
184 319 588
575 539 196
554 396 377
480 235 364
722 787 976
704 503 262
204 451 700
173 438 17
581 563 882
216 197 748
699 470 296
177 482 931
673 600 896
519 578 841
351 400 439
180 105 483
628 272 727
823 234 837
191 772 440
206 681 142
20 42 868
787 273 568
589 426 583
176 447 76
280 418 120
507 225 982
651 504 269
43 817 444
243 435 824
580 689 216
711 23 771
212 624 519
771 695 251
5 779 95
24 245 358
586 515 180
808 302 490
570 648 104
339 244 137
600 438 670
372 201 381
460 386 450
542 534 756
694 55 562
236 659 893
289 648 963
761 379 623
345 374 499
355 164 802
133 80 363
37 738 390
450 642 303
476 731 412
669 340 987
447 460 883
370 829 435
747 665 475
497 416 289
621 652 686
281 87 409
679 468 881
586 582 31
378 602 631
761 451 942
193 167 761
20 402 393
208 282 630
437 107 583
513 798 599
300 28 237
54 188 550
33 85 252
257 416 880
441 649 216
348 289 996
660 737 671
547 616 664
102 474 784
48 441 872
706 130 358
210 90 295
621 769 671
641 323 7
684 449 651
418 2 270
765 5 693
205 570 944
160 571 944
498 380 571
174 421 972
392 345 172
344 301 361
801 386 879
399 4 659
7 645 950
45 538 700
585 359 423
437 477 529
323 542 209
133 61 863
528 149 678
766 817 105
602 400 153
77 750 401
388 233 685
722 772 770
601 545 876
172 33 679
248 379 847
101 465 137
278 208 931
300 330 931
636 830 508
393 798 151
602 659 102
109 128 62
430 249 276
351 623 833
49 151 260
205 180 83
107 826 668
566 452 502
802 100 415
164 655 471
728 591 277
271 441 583
328 277 174
152 467 606
280 431 825
492 69 868
416 145 651
431 102 65
320 403 395
458 764 540
159 329 306
171 570 718
459 394 249
77 523 9
796 369 546
144 231 555
334 799 230
114 267 198
38 61 433
545 603 384
174 639 794
60 291 826
369 533 992
406 428 257
763 65 149
416 543 950
9 770 612
218 332 746
713 205 359
6 633 125
599 423 173
582 745 475
654 243 190
759 268 490
566 555 66
53 86 841
589 31 457
578 400 687
267 262 969
777 622 832
282 392 62
154 161 556
41 93 468
77 329 229
328 376 413
378 733 402
323 252 279
755 624 322
530 507 973
727 600 302
407 356 894
694 324 620
28 162 107
539 581 831
556 723 5
133 670 248
770 719 807
516 179 627
198 468 399
2 184 859
646 267 804
403 447 726
678 134 770
679 682 616
50 120 968
189 20 250
78 423 147
41 138 15
135 692 811
456 538 417
545 539 779
800 701 38
290 23 303
312 407 325
142 152 527
17 241 710
407 249 977
256 682 273
425 35 314
48 219 947
507 404 920
167 738 489
597 796 732
301 27 1000
618 424 968
236 317 684
249 663 464
686 587 384
659 736 434
160 101 642
734 137 678
190 631 569
690 78 647
652 564 401
202 706 210
558 404 688
242 213 40
330 650 132
492 195 72
380 438 444
574 716 1000
134 71 447
127 806 840
649 596 814
352 494 154
330 659 63
83 705 620
713 5 532
316 381 589
547 799 624
805 14 942
697 514 612
112 813 657
210 485 728
604 698 671
522 642 201
411 336 329
739 763 735
176 295 259
715 740 379
316 585 213
597 108 583
405 237 905
377 222 771
818 483 247
73 264 662
705 145 15
822 264 253
452 710 802
803 196 41
354 254 863
52 476 745
632 592 144
291 761 701
825 199 409
691 537 574
409 611 410
419 250 158
213 340 2
542 135 872
294 806 271
372 458 24
89 214 414
540 711 741
649 231 497
567 45 911
343 682 801
409 425 598
258 123 734
148 93 55
587 222 539
332 646 487
85 183 922
723 482 456
766 729 865
224 824 171
670 99 771
402 264 429
116 205 693
71 797 563
487 46 356
494 644 919
769 478 826
67 584 445
567 695 97
806 10 480
31 164 691
320 818 552
701 406 152
310 354 329
764 370 568
475 679 497
640 312 604
457 473 846
465 406 416
453 288 384
454 777 731
235 705 631
740 121 77
425 187 268
444 700 7
333 518 679
121 351 862
433 704 262
319 637 529
548 287 883
149 320 522
670 656 827
762 276 137
563 107 724
300 321 59
244 622 552
511 670 36
119 774 839
314 157 739
115 762 719
188 426 794
399 485 804
184 201 287
364 620 695
244 695 596
665 99 866
469 279 525
224 326 170
508 684 860
160 395 984
107 500 314
7 351 101
567 384 247
121 505 16
704 332 195
660 532 792
442 137 719
820 188 885
155 88 622
780 179 340
553 614 130
76 536 295
768 250 742
151 477 544
486 6 656
557 490 950
686 577 216
395 560 471
815 553 509
505 701 549
609 157 671
586 594 438
732 722 884
360 75 602
81 550 992
446 536 367
720 709 358
244 179 443
596 619 729
14 59 11
337 242 240
547 696 632
645 361 938
613 819 461
219 817 459
78 403 25
130 454 513
109 23 180
354 787 887
94 821 682
5 329 953
148 736 849
58 548 648
168 756 98
217 385 594
320 290 719
337 260 682
822 159 261
763 714 42
127 47 134
103 439 452
242 639 110
481 208 112
707 279 323
42 614 213
805 184 912
814 256 862
163 677 676
154 319 758
589 64 962
418 59 423
323 803 414
443 257 762
151 483 198
85 158 97
444 338 21
89 344 375
29 771 889
389 317 279
100 220 883
576 359 365
104 711 947
415 27 77
199 18 395
195 15 476
272 523 239
97 555 125
158 1 2
362 366 479
716 21 471
640 829 80
455 398 193
229 774 863
225 592 412
35 201 579
335 540 929
422 65 75
699 465 19
540 287 297
255 271 795
421 310 846
50 431 149
727 450 271
165 138 356
525 480 110
202 257 514
127 692 519
318 128 668
791 736 517
729 670 371
188 78 471
764 429 985
543 449 171
610 591 614
194 122 816
612 489 760
792 720 431
614 225 244
283 189 768
218 349 464
418 528 796
49 663 222
495 32 82
240 812 346
230 332 130
673 287 224
792 77 404
198 502 310
519 790 436
37 194 174
776 312 828
529 100 262
240 349 634
384 625 89
634 239 371
722 764 104
362 494 280
336 273 462
308 196 418
440 789 214
482 395 317
306 265 510
228 592 444
374 46 707
103 153 91
795 619 640
501 156 573
784 29 271
526 743 212
353 747 593
10 496 399
4 716 881
102 701 123
275 307 854
768 616 823
633 586 94
299 107 639
174 53 453
115 168 610
8 800 854
322 728 197
204 140 39
406 285 736
637 113 618
740 181 982
186 550 553
476 697 302
602 283 340
610 110 77
416 87 337
794 693 924
195 264 318
244 296 384
673 113 356
254 248 636
521 32 540
237 420 786
403 407 330
265 622 660
569 94 376
81 345 787
615 305 151
259 60 867
419 577 186
181 810 548
379 467 843
787 815 176
276 619 858
785 614 183
758 92 402
13 204 574
484 751 43
717 310 461
208 706 767
693 536 992
239 608 204
571 813 341
293 405 577
170 485 215
457 360 373
747 645 810
234 579 256
653 8 628
211 683 232
504 764 714
131 642 717
40 375 532
397 417 824
630 159 39
280 90 266
830 564 145
757 204 231
748 309 330
603 81 777
434 500 476
251 602 401
415 719 423
799 429 698
484 150 858
254 738 509
535 209 840
24 152 911
448 17 908
266 105 980
370 777 514
698 606 426
169 488 654
165 297 350
363 445 131
62 391 615
66 569 281
90 790 685
502 272 626
593 537 183
299 717 979
762 623 653
5 4 299
534 539 233
578 133 166
382 405 892
155 545 726
123 37 220
829 299 901
367 827 745
695 307 224
641 702 743
473 513 830
419 49 969
365 447 296
253 59 118
246 721 511
545 663 296
794 209 572
336 325 794
795 714 928
387 547 995
321 504 248
165 674 634
660 746 648
437 814 14
41 808 989
744 25 626
212 120 173
711 2 602
30 769 220
54 372 773
351 50 658
45 791 132
6 341 858
655 13 670
691 406 923
572 235 66
191 510 561
199 453 926
805 630 663
396 49 752
318 229 311
764 243 518
226 619 431
318 62 798
515 154 208
569 413 368
1 502 437
319 77 971
718 44 71
129 169 604
185 23 969
363 301 52
737 609 677
401 490 879
143 238 728
553 31 636
351 396 960
318 775 969
59 135 505
495 60 58
473 347 686
714 80 432
94 426 59
392 284 259
796 703 4
165 323 456
681 113 200
138 731 621
539 400 767
412 428 267
162 635 928
129 633 21
425 744 564
795 81 157
326 6 756
182 318 340
198 71 398
181 577 779
475 799 140
455 267 57
140 768 874
436 784 876
696 15 184
186 152 144
512 196 793
796 673 133
292 462 918
755 477 582
366 346 380
328 469 859
109 654 701
114 694 130
193 177 283
51 796 679
718 480 168
331 317 131
23 2 247
31 460 364
734 729 77
751 204 150
428 320 703
751 348 207
688 719 664
809 722 696
670 74 301
209 780 149
476 638 57
628 587 785
714 531 32
601 567 51
288 10 847
429 491 111
466 398 348
805 796 768
779 46 912
659 666 142
790 176 994
674 635 340
577 343 85
281 112 888
556 292 213
279 641 379
29 207 321
426 706 511
670 620 414
514 554 618
704 729 432
234 648 482
291 677 362
250 161 679
558 717 631
573 543 861
170 732 992
146 393 632
564 366 684
344 297 930
783 446 706
732 318 958
551 151 809
173 762 349
693 96 760
254 653 872
157 656 585
94 236 612
572 260 870
488 316 886
543 770 381
704 749 657
365 811 831
156 341 400
281 637 249
89 178 299
132 337 726
619 92 810
136 484 139
758 466 739
796 446 527
69 790 179
488 129 349
121 94 592
634 376 551
571 675 59
504 58 542
411 529 564
573 60 589
316 603 970
606 808 169
18 743 609
147 718 347
259 561 878
165 408 529
938 1639
225 863 527
714 364 1
378 4 305
751 393 162
613 854 951
747 116 233
894 865 20
211 823 833
126 820 482
869 640 451
235 713 332
598 875 602
631 240 394
867 315 670
784 787 943
301 283 908
671 87 127
351 230 677
222 448 834
70 282 729
395 689 390
294 402 929
642 798 669
787 261 923
426 718 340
667 627 779
312 297 557
317 79 144
787 375 574
337 179 864
799 781 33
121 243 493
926 451 990
622 358 614
901 284 965
376 854 360
194 206 637
79 710 993
628 472 863
4 828 668
435 723 35
801 478 61
315 263 203
66 436 439
371 376 352
240 327 266
246 562 828
495 635 620
259 673 788
17 467 942
23 608 70
460 849 714
510 10 397
580 470 703
484 563 110
869 199 139
558 576 947
273 635 259
399 321 789
270 419 514
858 224 597
890 182 396
306 787 630
258 673 767
566 526 475
379 60 493
737 517 344
723 5 655
560 309 1
513 730 290
277 382 918
267 907 418
153 262 578
47 771 102
118 505 250
840 206 134
349 872 751
64 225 262
874 210 511
16 349 857
338 629 126
797 112 526
609 69 984
672 529 558
774 237 772
909 218 717
638 331 793
324 299 632
409 891 16
22 299 976
291 544 229
936 195 702
161 788 495
759 575 821
203 74 507
119 300 252
767 345 394
934 679 264
183 475 530
81 428 949
670 890 984
916 78 519
172 723 72
271 585 227
919 710 353
894 33 309
380 291 848
211 613 715
731 37 9
509 831 950
145 224 271
170 275 359
191 418 845
5 152 146
400 530 564
303 328 971
917 203 350
609 423 517
267 862 334
276 154 920
392 461 449
60 225 878
544 405 357
154 53 81
203 338 802
883 186 424
305 329 13
132 53 353
232 928 132
270 337 204
660 847 450
613 899 215
839 760 726
746 33 622
481 287 725
589 601 568
478 697 641
154 505 676
691 25 383
301 151 36
358 64 459
790 456 192
315 211 967
255 282 123
250 919 755
892 207 573
930 235 905
580 385 528
526 403 201
342 723 687
809 200 597
216 77 789
613 684 778
648 435 901
595 677 78
760 370 198
491 153 826
878 334 811
715 298 908
672 131 895
612 373 506
212 405 181
454 834 672
164 628 748
656 715 970
506 813 386
556 752 4
558 647 869
438 447 524
100 490 780
696 911 924
163 611 116
933 709 688
605 111 587
735 429 270
706 751 853
401 326 590
689 81 295
496 175 46
899 740 809
263 653 598
82 624 833
500 934 133
128 417 26
660 47 456
860 94 977
660 800 237
348 392 607
117 204 422
121 583 345
710 180 544
393 511 761
73 934 648
550 252 310
109 298 140
385 68 723
665 581 113
668 786 141
213 835 349
403 743 745
205 381 464
456 879 794
210 126 945
573 315 783
593 501 254
708 563 758
364 467 532
121 603 687
153 731 519
750 138 984
314 895 604
529 417 226
389 737 181
364 922 417
407 642 666
441 605 611
393 206 287
795 817 195
602 658 941
908 655 846
680 703 964
808 568 677
234 809 932
803 318 405
21 606 207
814 293 602
845 934 824
458 657 791
151 885 1000
93 8 701
647 504 845
881 229 805
47 839 206
333 615 878
651 669 708
193 754 660
359 415 521
231 248 443
572 403 370
126 910 327
448 132 525
838 866 705
423 597 586
794 292 818
58 282 241
873 510 547
444 129 391
634 101 956
389 728 109
69 817 671
350 160 832
558 180 458
27 501 969
903 758 99
231 385 91
3 122 825
883 24 587
742 293 248
354 306 843
855 281 902
90 582 603
284 177 256
494 284 932
263 808 429
764 588 376
668 721 176
555 116 783
457 312 208
613 606 966
730 413 447
201 664 694
77 886 200
525 876 181
418 280 832
823 287 244
862 785 319
598 404 630
585 102 98
619 567 952
613 192 344
185 348 27
854 126 604
401 924 539
328 603 19
194 737 496
596 355 494
645 694 932
123 60 756
19 115 628
513 789 293
319 243 342
919 74 956
368 289 67
288 817 266
808 769 743
530 680 393
478 360 842
528 931 514
793 557 710
933 437 109
649 798 196
216 85 843
171 500 58
12 735 586
21 765 217
507 835 976
362 44 370
663 180 712
853 555 798
862 741 597
627 922 549
752 477 191
440 775 3
412 716 438
741 417 928
518 618 76
98 908 233
662 75 767
99 627 119
759 420 37
637 223 614
929 436 784
891 424 261
657 294 399
676 630 249
88 870 374
599 908 349
316 770 197
263 903 262
270 225 816
656 214 45
542 17 245
731 344 616
55 609 863
466 167 581
843 778 843
550 128 297
566 51 898
671 272 127
894 44 84
927 189 8
469 819 206
691 401 603
311 316 206
924 566 940
506 303 601
92 608 436
254 17 655
458 886 964
164 694 818
636 104 873
98 343 953
889 133 792
273 675 176
236 425 490
499 915 498
682 783 655
751 221 985
735 159 968
348 864 717
556 360 376
407 466 331
559 115 303
842 187 226
262 399 30
150 382 11
258 875 578
862 148 817
452 50 626
7 316 840
52 87 249
363 532 897
891 930 761
433 637 445
262 767 692
197 273 976
915 774 453
144 352 646
710 77 986
101 421 647
452 712 598
438 374 793
26 211 177
267 83 258
773 756 138
760 128 388
739 335 216
393 547 453
892 790 897
453 611 924
422 262 138
897 477 842
623 278 32
555 335 514
648 730 551
781 750 195
777 917 708
930 330 869
108 205 781
655 718 670
236 34 886
359 603 341
911 559 526
913 529 517
306 58 384
737 23 160
290 717 877
846 807 504
602 557 140
140 105 137
564 28 380
444 137 998
244 380 871
51 32 282
743 826 247
850 156 218
311 294 804
221 933 780
444 570 991
936 808 227
651 598 517
460 561 707
599 481 14
60 102 262
810 217 616
535 66 927
123 929 277
834 600 251
583 223 558
387 928 603
932 775 524
420 237 208
140 152 437
45 47 235
180 695 623
818 878 891
160 105 625
305 392 557
377 628 128
817 562 901
311 404 348
297 267 773
545 706 486
605 145 184
32 675 438
431 859 951
785 263 756
89 574 840
540 913 347
423 47 288
636 16 630
555 18 548
875 434 310
453 101 82
252 201 635
429 17 982
621 556 731
229 756 680
843 125 855
258 582 965
64 923 728
153 421 85
303 665 348
515 145 51
118 233 149
191 447 710
518 587 338
697 316 576
142 849 132
286 347 506
907 722 40
122 45 51
696 748 981
295 287 311
500 501 546
566 257 228
239 790 33
226 255 388
340 916 383
585 917 162
713 559 951
471 791 744
850 464 325
330 125 163
542 683 153
650 461 34
260 634 496
873 190 171
51 831 830
28 548 184
914 357 926
634 152 960
6 152 629
749 509 717
836 331 943
932 879 97
487 662 650
4 429 524
492 623 427
673 407 376
657 843 564
344 392 778
607 691 297
209 697 852
612 246 778
21 850 29
830 914 479
129 695 688
342 176 937
686 866 755
127 490 964
164 36 770
121 586 552
316 649 613
414 757 434
295 78 102
26 840 819
398 744 668
899 145 860
318 840 547
849 364 184
662 338 933
142 483 313
568 732 813
4 644 125
441 105 910
870 187 286
203 144 317
70 367 162
706 350 162
128 617 403
473 535 229
724 380 970
560 734 783
658 386 479
611 459 770
310 832 955
743 610 379
376 135 812
519 449 421
651 353 199
473 926 628
833 229 860
125 64 465
829 883 928
348 530 133
783 880 767
509 917 233
435 700 291
179 486 148
338 310 222
630 371 447
819 256 332
350 462 672
339 937 678
320 283 692
544 495 452
422 140 178
339 656 228
624 221 995
303 784 622
816 328 57
780 34 244
922 37 263
710 774 314
35 906 632
609 423 18
804 290 93
730 924 701
480 240 725
190 688 706
258 140 993
585 286 468
872 775 309
855 617 62
49 176 520
744 786 536
4 693 273
326 479 156
243 586 396
272 746 890
573 741 412
282 474 23
159 309 978
96 243 712
306 591 496
438 161 416
683 717 910
854 658 942
365 426 377
304 480 466
882 934 926
232 248 80
586 393 461
835 140 886
596 146 589
506 731 812
362 810 258
701 645 572
714 438 892
889 197 360
25 292 785
834 502 971
